VG,x_cm,psi_V,n_cm-3,p_cm-3,phin_V,phip_V,is_oxide
-0.4,3.209903e-06,-0.394661,2.344158e+03,4.265923e+16,0.000000,0.000000,0
-0.4,3.470784e-06,-0.391680,2.630711e+03,3.801254e+16,0.000000,0.000000,0
-0.4,3.752535e-06,-0.388791,2.941728e+03,3.399362e+16,0.000000,0.000000,0
-0.4,4.056826e-06,-0.386002,3.276846e+03,3.051715e+16,0.000000,0.000000,0
-0.4,4.385461e-06,-0.383320,3.635078e+03,2.750973e+16,0.000000,0.000000,0
-0.4,4.740386e-06,-0.380751,4.014740e+03,2.490821e+16,0.000000,0.000000,0
-0.4,5.123706e-06,-0.378304,4.413388e+03,2.265833e+16,0.000000,0.000000,0
-0.4,5.537690e-06,-0.375984,4.827788e+03,2.071342e+16,0.000000,0.000000,0
-0.4,5.984794e-06,-0.373797,5.253929e+03,1.903338e+16,0.000000,0.000000,0
-0.4,6.467666e-06,-0.371749,5.687080e+03,1.758372e+16,0.000000,0.000000,0
-0.4,6.989168e-06,-0.369844,6.121905e+03,1.633478e+16,0.000000,0.000000,0
-0.4,7.552390e-06,-0.368087,6.552635e+03,1.526104e+16,0.000000,0.000000,0
-0.4,8.160669e-06,-0.366478,6.973286e+03,1.434044e+16,0.000000,0.000000,0
-0.4,8.817611e-06,-0.365020,7.377922e+03,1.355395e+16,0.000000,0.000000,0
-0.4,9.527109e-06,-0.363712,7.760940e+03,1.288504e+16,0.000000,0.000000,0
-0.4,1.029337e-05,-0.362551,8.117362e+03,1.231927e+16,0.000000,0.000000,0
-0.4,1.112092e-05,-0.361534,8.443092e+03,1.184400e+16,0.000000,0.000000,0
-0.4,1.201469e-05,-0.360655,8.735137e+03,1.144802e+16,0.000000,0.000000,0
-0.4,1.297995e-05,-0.359906,8.991743e+03,1.112131e+16,0.000000,0.000000,0
-0.4,1.402243e-05,-0.359279,9.212448e+03,1.085488e+16,0.000000,0.000000,0
-0.4,1.514832e-05,-0.358764,9.398044e+03,1.064051e+16,0.000000,0.000000,0
-0.4,1.636427e-05,-0.358348,9.550443e+03,1.047072e+16,0.000000,0.000000,0
-0.4,1.767750e-05,-0.358019,9.672470e+03,1.033862e+16,0.000000,0.000000,0
-0.4,1.909579e-05,-0.357766,9.767608e+03,1.023792e+16,0.000000,0.000000,0
-0.4,2.062754e-05,-0.357576,9.839713e+03,1.016290e+16,0.000000,0.000000,0
-0.4,2.228183e-05,-0.357437,9.892746e+03,1.010842e+16,0.000000,0.000000,0
-0.4,2.406847e-05,-0.357339,9.930524e+03,1.006996e+16,0.000000,0.000000,0
-0.4,2.599803e-05,-0.357271,9.956534e+03,1.004366e+16,0.000000,0.000000,0
-0.4,2.808196e-05,-0.357226,9.973802e+03,1.002627e+16,0.000000,0.000000,0
-0.4,3.033261e-05,-0.357198,9.984830e+03,1.001519e+16,0.000000,0.000000,0
-0.4,3.276331e-05,-0.357180,9.991584e+03,1.000842e+16,0.000000,0.000000,0
-0.4,3.538846e-05,-0.357170,9.995541e+03,1.000446e+16,0.000000,0.000000,0
-0.4,3.822363e-05,-0.357164,9.997752e+03,1.000225e+16,0.000000,0.000000,0
-0.4,4.128560e-05,-0.357161,9.998925e+03,1.000108e+16,0.000000,0.000000,0
-0.4,4.459254e-05,-0.357160,9.999514e+03,1.000049e+16,0.000000,0.000000,0
-0.4,4.816403e-05,-0.357159,9.999793e+03,1.000021e+16,0.000000,0.000000,0
-0.4,5.202124e-05,-0.357159,9.999917e+03,1.000008e+16,0.000000,0.000000,0
-0.4,5.618703e-05,-0.357159,9.999969e+03,1.000003e+16,0.000000,0.000000,0
-0.4,6.068608e-05,-0.357159,9.999989e+03,1.000001e+16,0.000000,0.000000,0
-0.4,6.554506e-05,-0.357159,9.999997e+03,1.000000e+16,0.000000,0.000000,0
-0.4,7.079275e-05,-0.357159,9.999999e+03,1.000000e+16,0.000000,0.000000,0
-0.4,7.646026e-05,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
-0.4,8.258117e-05,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
-0.4,8.919175e-05,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
-0.4,9.633118e-05,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
-0.4,1.040418e-04,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
-0.4,1.123692e-04,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
-0.4,1.213628e-04,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
-0.4,1.310759e-04,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
-0.4,1.415661e-04,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
-0.4,1.528955e-04,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
-0.4,1.651312e-04,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
-0.4,1.783458e-04,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
-0.4,1.926175e-04,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
-0.4,2.000000e-04,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,-9.285714e-08,-0.357159,0.000000e+00,0.000000e+00,nan,nan,1
0,-8.571429e-08,-0.357159,0.000000e+00,0.000000e+00,nan,nan,1
0,-7.857143e-08,-0.357159,0.000000e+00,0.000000e+00,nan,nan,1
0,-7.142857e-08,-0.357159,0.000000e+00,0.000000e+00,nan,nan,1
0,-6.428571e-08,-0.357159,0.000000e+00,0.000000e+00,nan,nan,1
0,-5.714286e-08,-0.357159,0.000000e+00,0.000000e+00,nan,nan,1
0,-5.000000e-08,-0.357159,0.000000e+00,0.000000e+00,nan,nan,1
0,-4.285714e-08,-0.357159,0.000000e+00,0.000000e+00,nan,nan,1
0,-3.571429e-08,-0.357159,0.000000e+00,0.000000e+00,nan,nan,1
0,-2.857143e-08,-0.357159,0.000000e+00,0.000000e+00,nan,nan,1
0,-2.142857e-08,-0.357159,0.000000e+00,0.000000e+00,nan,nan,1
0,-1.428571e-08,-0.357159,0.000000e+00,0.000000e+00,nan,nan,1
0,-7.142857e-09,-0.357159,0.000000e+00,0.000000e+00,nan,nan,1
0,-0.000000e+00,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,4.088455e-09,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,8.503985e-09,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,1.327276e-08,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,1.842303e-08,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,2.398533e-08,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,2.999261e-08,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,3.648048e-08,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,4.348737e-08,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,5.105481e-08,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,5.922765e-08,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,6.805432e-08,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,7.758712e-08,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,8.788254e-08,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,9.900160e-08,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,1.110102e-07,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,1.239795e-07,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,1.379863e-07,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,1.531136e-07,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,1.694512e-07,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,1.870957e-07,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,2.061518e-07,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,2.267324e-07,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,2.489595e-07,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,2.729647e-07,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,2.988903e-07,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,3.268900e-07,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,3.571296e-07,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,3.897885e-07,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,4.250600e-07,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,4.631533e-07,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,5.042940e-07,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,5.487259e-07,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,5.967125e-07,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,6.485379e-07,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,7.045094e-07,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,7.649586e-07,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,8.302438e-07,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,9.007517e-07,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,9.769003e-07,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,1.059141e-06,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,1.147961e-06,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,1.243886e-06,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,1.347485e-06,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,1.459372e-06,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,1.580211e-06,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,1.710716e-06,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,1.851662e-06,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,2.003883e-06,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,2.168282e-06,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,2.345833e-06,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,2.537588e-06,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,2.744684e-06,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,2.968347e-06,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,3.209903e-06,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,3.470784e-06,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,3.752535e-06,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,4.056826e-06,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,4.385461e-06,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,4.740386e-06,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,5.123706e-06,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,5.537690e-06,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,5.984794e-06,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,6.467666e-06,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,6.989168e-06,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,7.552390e-06,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,8.160669e-06,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,8.817611e-06,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,9.527109e-06,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,1.029337e-05,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,1.112092e-05,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,1.201469e-05,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,1.297995e-05,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,1.402243e-05,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,1.514832e-05,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,1.636427e-05,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,1.767750e-05,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,1.909579e-05,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,2.062754e-05,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,2.228183e-05,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,2.406847e-05,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,2.599803e-05,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,2.808196e-05,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,3.033261e-05,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,3.276331e-05,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,3.538846e-05,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,3.822363e-05,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,4.128560e-05,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,4.459254e-05,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,4.816403e-05,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,5.202124e-05,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,5.618703e-05,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,6.068608e-05,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,6.554506e-05,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,7.079275e-05,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,7.646026e-05,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,8.258117e-05,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,8.919175e-05,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,9.633118e-05,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,1.040418e-04,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,1.123692e-04,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,1.213628e-04,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,1.310759e-04,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,1.415661e-04,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,1.528955e-04,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,1.651312e-04,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,1.783458e-04,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,1.926175e-04,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0,2.000000e-04,-0.357159,1.000000e+04,1.000000e+16,0.000000,0.000000,0
0.3,-9.285714e-08,-0.057159,0.000000e+00,0.000000e+00,nan,nan,1
0.3,-8.571429e-08,-0.057774,0.000000e+00,0.000000e+00,nan,nan,1
0.3,-7.857143e-08,-0.058389,0.000000e+00,0.000000e+00,nan,nan,1
0.3,-7.142857e-08,-0.059004,0.000000e+00,0.000000e+00,nan,nan,1
0.3,-6.428571e-08,-0.059619,0.000000e+00,0.000000e+00,nan,nan,1
0.3,-5.714286e-08,-0.060234,0.000000e+00,0.000000e+00,nan,nan,1
0.3,-5.000000e-08,-0.060849,0.000000e+00,0.000000e+00,nan,nan,1
0.3,-4.285714e-08,-0.061465,0.000000e+00,0.000000e+00,nan,nan,1
0.3,-3.571429e-08,-0.062080,0.000000e+00,0.000000e+00,nan,nan,1
0.3,-2.857143e-08,-0.062695,0.000000e+00,0.000000e+00,nan,nan,1
0.3,-2.142857e-08,-0.063310,0.000000e+00,0.000000e+00,nan,nan,1
0.3,-1.428571e-08,-0.063925,0.000000e+00,0.000000e+00,nan,nan,1
0.3,-7.142857e-09,-0.064540,0.000000e+00,0.000000e+00,nan,nan,1
0.3,-0.000000e+00,-0.065156,8.043324e+08,1.243267e+11,0.000000,0.000000,0
0.3,4.088455e-09,-0.065273,8.006902e+08,1.248923e+11,0.000000,0.000000,0
0.3,8.503985e-09,-0.065400,7.967759e+08,1.255058e+11,0.000000,0.000000,0
0.3,1.327276e-08,-0.065536,7.925711e+08,1.261716e+11,0.000000,0.000000,0
0.3,1.842303e-08,-0.065684,7.880560e+08,1.268945e+11,0.000000,0.000000,0
0.3,2.398533e-08,-0.065843,7.832100e+08,1.276797e+11,0.000000,0.000000,0
0.3,2.999261e-08,-0.066016,7.780114e+08,1.285328e+11,0.000000,0.000000,0
0.3,3.648048e-08,-0.066202,7.724375e+08,1.294603e+11,0.000000,0.000000,0
0.3,4.348737e-08,-0.066402,7.664647e+08,1.304692e+11,0.000000,0.000000,0
0.3,5.105481e-08,-0.066619,7.600685e+08,1.315671e+11,0.000000,0.000000,0
0.3,5.922765e-08,-0.066853,7.532234e+08,1.327627e+11,0.000000,0.000000,0
0.3,6.805432e-08,-0.067105,7.459032e+08,1.340656e+11,0.000000,0.000000,0
0.3,7.758712e-08,-0.067378,7.380812e+08,1.354864e+11,0.000000,0.000000,0
0.3,8.788254e-08,-0.067672,7.297300e+08,1.370370e+11,0.000000,0.000000,0
0.3,9.900160e-08,-0.067989,7.208220e+08,1.387305e+11,0.000000,0.000000,0
0.3,1.110102e-07,-0.068332,7.113293e+08,1.405819e+11,0.000000,0.000000,0
0.3,1.239795e-07,-0.068702,7.012243e+08,1.426077e+11,0.000000,0.000000,0
0.3,1.379863e-07,-0.069101,6.904800e+08,1.448268e+11,0.000000,0.000000,0
0.3,1.531136e-07,-0.069532,6.790698e+08,1.472603e+11,0.000000,0.000000,0
0.3,1.694512e-07,-0.069997,6.669688e+08,1.499320e+11,0.000000,0.000000,0
0.3,1.870957e-07,-0.070498,6.541536e+08,1.528693e+11,0.000000,0.000000,0
0.3,2.061518e-07,-0.071039,6.406029e+08,1.561029e+11,0.000000,0.000000,0
0.3,2.267324e-07,-0.071623,6.262986e+08,1.596682e+11,0.000000,0.000000,0
0.3,2.489595e-07,-0.072253,6.112259e+08,1.636056e+11,0.000000,0.000000,0
0.3,2.729647e-07,-0.072932,5.953743e+08,1.679616e+11,0.000000,0.000000,0
0.3,2.988903e-07,-0.073665,5.787384e+08,1.727896e+11,0.000000,0.000000,0
0.3,3.268900e-07,-0.074455,5.613187e+08,1.781519e+11,0.000000,0.000000,0
0.3,3.571296e-07,-0.075307,5.431225e+08,1.841205e+11,0.000000,0.000000,0
0.3,3.897885e-07,-0.076226,5.241648e+08,1.907797e+11,0.000000,0.000000,0
0.3,4.250600e-07,-0.077216,5.044691e+08,1.982282e+11,0.000000,0.000000,0
0.3,4.631533e-07,-0.078283,4.840687e+08,2.065823e+11,0.000000,0.000000,0
0.3,5.042940e-07,-0.079433,4.630069e+08,2.159795e+11,0.000000,0.000000,0
0.3,5.487259e-07,-0.080672,4.413385e+08,2.265834e+11,0.000000,0.000000,0
0.3,5.967125e-07,-0.082007,4.191298e+08,2.385896e+11,0.000000,0.000000,0
0.3,6.485379e-07,-0.083444,3.964593e+08,2.522327e+11,0.000000,0.000000,0
0.3,7.045094e-07,-0.084992,3.734178e+08,2.677965e+11,0.000000,0.000000,0
0.3,7.649586e-07,-0.086658,3.501085e+08,2.856258e+11,0.000000,0.000000,0
0.3,8.302438e-07,-0.088452,3.266461e+08,3.061418e+11,0.000000,0.000000,0
0.3,9.007517e-07,-0.090381,3.031563e+08,3.298628e+11,0.000000,0.000000,0
0.3,9.769003e-07,-0.092456,2.797744e+08,3.574308e+11,0.000000,0.000000,0
0.3,1.059141e-06,-0.094687,2.566433e+08,3.896459e+11,0.000000,0.000000,0
0.3,1.147961e-06,-0.097085,2.339111e+08,4.275128e+11,0.000000,0.000000,0
0.3,1.243886e-06,-0.099660,2.117287e+08,4.723024e+11,0.000000,0.000000,0
0.3,1.347485e-06,-0.102426,1.902460e+08,5.256352e+11,0.000000,0.000000,0
0.3,1.459372e-06,-0.105395,1.696084e+08,5.895934e+11,0.000000,0.000000,0
0.3,1.580211e-06,-0.108579,1.499529e+08,6.668759e+11,0.000000,0.000000,0
0.3,1.710716e-06,-0.111992,1.314042e+08,7.610105e+11,0.000000,0.000000,0
0.3,1.851662e-06,-0.115650,1.140704e+08,8.766515e+11,0.000000,0.000000,0
0.3,2.003883e-06,-0.119565,9.803959e+07,1.019996e+12,-0.000000,-0.000000,0
0.3,2.168282e-06,-0.123753,8.337663e+07,1.199377e+12,0.000000,0.000000,0
